Operation, num1, num2, entity1, entity2, raw_cost, v1_cost, v2_cost, unmatch_cost, Entity_type, change?
ns,936,952,public void DummyForGlobalFunctions.IsFrameTreeTooDeep( ),public void DummyForGlobalFunctions.IsFrameTreeTooDeep( ),0,0,0,87,Method,0
ns,937,953,public void DummyForGlobalFunctions.IsFunctionObject( ),public void DummyForGlobalFunctions.IsFunctionObject( ),0,0,0,87,Method,0
ns,938,954,public void DummyForGlobalFunctions.IsHTMLLink( ),public void DummyForGlobalFunctions.IsHTMLLink( ),0,0,0,87,Method,0
ns,939,955,public void DummyForGlobalFunctions.IsImpactedByFloat( ),public void DummyForGlobalFunctions.IsImpactedByFloat( ),0,0,0,87,Method,0
ns,940,956,public void DummyForGlobalFunctions.IsInDoc( ),public void DummyForGlobalFunctions.IsInDoc( ),0,0,0,87,Method,0
ns,941,957,protected ProblemType DummyForGlobalFunctions.IsInline( ),protected ProblemType DummyForGlobalFunctions.IsInline( ),0,0,0,87,Method,0
ns,942,958,public static bool DummyForGlobalFunctions.IsJITBrokenHere( ),public static bool DummyForGlobalFunctions.IsJITBrokenHere( ),0,0,0,104,Method,0
ns,943,959,public void DummyForGlobalFunctions.IsLink( ),public void DummyForGlobalFunctions.IsLink( ),0,0,0,87,Method,0
ns,944,960,public void DummyForGlobalFunctions.IsLoopEdge( ),public void DummyForGlobalFunctions.IsLoopEdge( ),0,0,0,87,Method,0
ns,945,961,public ProblemType DummyForGlobalFunctions.IsMarginZero( ProblemType nsStyleCoord & ),public ProblemType DummyForGlobalFunctions.IsMarginZero( ProblemType nsStyleCoord & ),0,0,0,87,Method,0
ns,946,962,public void DummyForGlobalFunctions.IsNodeOfType( ),public void DummyForGlobalFunctions.IsNodeOfType( ),0,0,0,87,Method,0
ns,947,963,public void DummyForGlobalFunctions.IsOffline( ),public void DummyForGlobalFunctions.IsOffline( ),0,0,0,87,Method,0
ns,948,964,public void DummyForGlobalFunctions.IsOnCxxStack( ),public void DummyForGlobalFunctions.IsOnCxxStack( ),0,0,0,87,Method,0
ns,949,965,public void DummyForGlobalFunctions.IsOpaque( ),public void DummyForGlobalFunctions.IsOpaque( ),0,0,0,87,Method,0
ns,950,966,public static bool DummyForGlobalFunctions.IsOverflowSafe( ProblemType ProblemType * ),public static bool DummyForGlobalFunctions.IsOverflowSafe( ProblemType ProblemType * ),0,0,0,104,Method,0
ns,951,967,public ProblemType DummyForGlobalFunctions.IsPaddingZero( ProblemType nsStyleCoord & ),public ProblemType DummyForGlobalFunctions.IsPaddingZero( ProblemType nsStyleCoord & ),0,0,0,87,Method,0
ns,952,968,public void DummyForGlobalFunctions.IsPaginated( ),public void DummyForGlobalFunctions.IsPaginated( ),0,0,0,87,Method,0
ns,953,969,public void DummyForGlobalFunctions.IsPaintingSuppressed( ),public void DummyForGlobalFunctions.IsPaintingSuppressed( ),0,0,0,87,Method,0
ns,954,970,public static ProblemType DummyForGlobalFunctions.IsPending( ProblemType * ),public static ProblemType DummyForGlobalFunctions.IsPending( ProblemType * ),0,0,0,87,Method,0
ns,955,971,public void DummyForGlobalFunctions.IsPersistent( ),public void DummyForGlobalFunctions.IsPersistent( ),0,0,0,87,Method,0
ns,956,972,public void DummyForGlobalFunctions.IsPersistentHttpsCachingEnabled( ),public void DummyForGlobalFunctions.IsPersistentHttpsCachingEnabled( ),0,0,0,87,Method,0
ns,957,973,public void DummyForGlobalFunctions.IsPreviousMarginDirty( ),public void DummyForGlobalFunctions.IsPreviousMarginDirty( ),0,0,0,87,Method,0
ns,958,974,public void DummyForGlobalFunctions.IsPrinterSurface( ),public void DummyForGlobalFunctions.IsPrinterSurface( ),0,0,0,87,Method,0
ns,959,975,public void DummyForGlobalFunctions.IsRenderingOnlySelection( ),public void DummyForGlobalFunctions.IsRenderingOnlySelection( ),0,0,0,87,Method,0
ns,960,976,public void DummyForGlobalFunctions.IsResumable( ),public void DummyForGlobalFunctions.IsResumable( ),0,0,0,87,Method,0
ns,961,977,public ProblemType DummyForGlobalFunctions.IsSVGWhitespace( ProblemType ),public ProblemType DummyForGlobalFunctions.IsSVGWhitespace( ProblemType ),0,0,0,87,Method,0
ns,962,978,public ProblemType DummyForGlobalFunctions.IsSVGWhitespace( char ),public ProblemType DummyForGlobalFunctions.IsSVGWhitespace( char ),0,0,0,104,Method,0
ns,963,979,public void DummyForGlobalFunctions.IsSelfEmpty( ),public void DummyForGlobalFunctions.IsSelfEmpty( ),0,0,0,87,Method,0
ns,964,980,public void DummyForGlobalFunctions.IsSingular( ),public void DummyForGlobalFunctions.IsSingular( ),0,0,0,87,Method,0
ns,965,981,public static ProblemType DummyForGlobalFunctions.IsSubRangeRequest( ProblemType & ),public static ProblemType DummyForGlobalFunctions.IsSubRangeRequest( ProblemType & ),0,0,0,87,Method,0
ns,966,982,public void DummyForGlobalFunctions.IsTraceableRecursion( ),public void DummyForGlobalFunctions.IsTraceableRecursion( ),0,0,0,87,Method,0
ns,967,983,public void DummyForGlobalFunctions.IsTransparent( ),public void DummyForGlobalFunctions.IsTransparent( ),0,0,0,87,Method,0
ns,968,984,public void DummyForGlobalFunctions.IsUniform( ),public void DummyForGlobalFunctions.IsUniform( ),0,0,0,87,Method,0
ns,969,985,public void DummyForGlobalFunctions.IsVisible( ),public void DummyForGlobalFunctions.IsVisible( ),0,0,0,87,Method,0
ns,970,986,public void DummyForGlobalFunctions.IsVisibleForPainting( ),public void DummyForGlobalFunctions.IsVisibleForPainting( ),0,0,0,87,Method,0
ns,971,987,public static ProblemType DummyForGlobalFunctions.IsZOrderLEQ( ProblemType * ProblemType * void * ),public static ProblemType DummyForGlobalFunctions.IsZOrderLEQ( ProblemType * ProblemType * void * ),0,0,0,87,Method,0
ns,972,988,public void DummyForGlobalFunctions.IsZeroHeight( ),public void DummyForGlobalFunctions.IsZeroHeight( ),0,0,0,87,Method,0
ns,973,989,public void DummyForGlobalFunctions.Item( ),public void DummyForGlobalFunctions.Item( ),0,0,0,87,Method,0
ns,974,990,public void DummyForGlobalFunctions.Iterator( ),public void DummyForGlobalFunctions.Iterator( ),0,0,0,87,Method,0
ns,975,991,public void DummyForGlobalFunctions.JOF_MODE( ),public void DummyForGlobalFunctions.JOF_MODE( ),0,0,0,87,Method,0
ns,976,992,public void DummyForGlobalFunctions.JOF_OPMODE( ),public void DummyForGlobalFunctions.JOF_OPMODE( ),0,0,0,87,Method,0
ns,977,993,public void DummyForGlobalFunctions.JOF_OPTYPE( ),public void DummyForGlobalFunctions.JOF_OPTYPE( ),0,0,0,87,Method,0
ns,978,994,public void DummyForGlobalFunctions.JOF_TYPE( ),public void DummyForGlobalFunctions.JOF_TYPE( ),0,0,0,87,Method,0
ns,979,995,public void DummyForGlobalFunctions.JOF_TYPE_IS_EXTENDED_JUMP( ),public void DummyForGlobalFunctions.JOF_TYPE_IS_EXTENDED_JUMP( ),0,0,0,87,Method,0
ns,980,996,public void DummyForGlobalFunctions.JS7_UNDEC( ),public void DummyForGlobalFunctions.JS7_UNDEC( ),0,0,0,87,Method,0
ns,981,997,public void DummyForGlobalFunctions.JSDHashNumber( ),public void DummyForGlobalFunctions.JSDHashNumber( ),0,0,0,87,Method,0
ns,982,998,public void DummyForGlobalFunctions.JSDOUBLE_IS_INT( ),public void DummyForGlobalFunctions.JSDOUBLE_IS_INT( ),0,0,0,87,Method,0
ns,983,999,public void DummyForGlobalFunctions.JSDOUBLE_IS_NEGZERO( ),public void DummyForGlobalFunctions.JSDOUBLE_IS_NEGZERO( ),0,0,0,87,Method,0
ns,984,1000,public void DummyForGlobalFunctions.JSDOUBLE_IS_NaN( ),public void DummyForGlobalFunctions.JSDOUBLE_IS_NaN( ),0,0,0,87,Method,0
ns,985,1001,public void DummyForGlobalFunctions.JSD_AttemptUCScriptInStackFrame( ),public void DummyForGlobalFunctions.JSD_AttemptUCScriptInStackFrame( ),0,0,0,87,Method,0
ns,986,1002,public void DummyForGlobalFunctions.JSD_ClearAllExecutionHooks( ),public void DummyForGlobalFunctions.JSD_ClearAllExecutionHooks( ),0,0,0,87,Method,0
ns,987,1003,public void DummyForGlobalFunctions.JSD_ClearAllExecutionHooksForScript( ),public void DummyForGlobalFunctions.JSD_ClearAllExecutionHooksForScript( ),0,0,0,87,Method,0
ns,988,1004,public void DummyForGlobalFunctions.JSD_ClearDebugBreakHook( ),public void DummyForGlobalFunctions.JSD_ClearDebugBreakHook( ),0,0,0,87,Method,0
ns,989,1005,public void DummyForGlobalFunctions.JSD_ClearDebuggerHook( ),public void DummyForGlobalFunctions.JSD_ClearDebuggerHook( ),0,0,0,87,Method,0
ns,990,1006,public void DummyForGlobalFunctions.JSD_ClearExecutionHook( ),public void DummyForGlobalFunctions.JSD_ClearExecutionHook( ),0,0,0,87,Method,0
ns,991,1007,public void DummyForGlobalFunctions.JSD_ClearFunctionHook( ),public void DummyForGlobalFunctions.JSD_ClearFunctionHook( ),0,0,0,87,Method,0
ns,992,1008,public void DummyForGlobalFunctions.JSD_ClearInterruptHook( ),public void DummyForGlobalFunctions.JSD_ClearInterruptHook( ),0,0,0,87,Method,0
ns,993,1009,public void DummyForGlobalFunctions.JSD_ClearScriptProfileData( ),public void DummyForGlobalFunctions.JSD_ClearScriptProfileData( ),0,0,0,87,Method,0
ns,994,1010,public void DummyForGlobalFunctions.JSD_ClearTopLevelHook( ),public void DummyForGlobalFunctions.JSD_ClearTopLevelHook( ),0,0,0,87,Method,0
ns,995,1011,public void DummyForGlobalFunctions.JSD_DebuggerOff( ),public void DummyForGlobalFunctions.JSD_DebuggerOff( ),0,0,0,87,Method,0
ns,996,1012,public void DummyForGlobalFunctions.JSD_DebuggerOnForUser( ),public void DummyForGlobalFunctions.JSD_DebuggerOnForUser( ),0,0,0,87,Method,0
ns,997,1013,public void DummyForGlobalFunctions.JSD_DebuggerPause( ),public void DummyForGlobalFunctions.JSD_DebuggerPause( ),0,0,0,87,Method,0
ns,998,1014,public void DummyForGlobalFunctions.JSD_DropProperty( ),public void DummyForGlobalFunctions.JSD_DropProperty( ),0,0,0,87,Method,0
ns,999,1015,public void DummyForGlobalFunctions.JSD_DropValue( ),public void DummyForGlobalFunctions.JSD_DropValue( ),0,0,0,87,Method,0
ns,1000,1016,public void DummyForGlobalFunctions.JSD_GetCallObjectForStackFrame( ),public void DummyForGlobalFunctions.JSD_GetCallObjectForStackFrame( ),0,0,0,87,Method,0
ns,1001,1017,public void DummyForGlobalFunctions.JSD_GetCallingStackFrame( ),public void DummyForGlobalFunctions.JSD_GetCallingStackFrame( ),0,0,0,87,Method,0
ns,1002,1018,public void DummyForGlobalFunctions.JSD_GetClosestLine( ),public void DummyForGlobalFunctions.JSD_GetClosestLine( ),0,0,0,87,Method,0
ns,1003,1019,public void DummyForGlobalFunctions.JSD_GetClosestPC( ),public void DummyForGlobalFunctions.JSD_GetClosestPC( ),0,0,0,87,Method,0
ns,1004,1020,public void DummyForGlobalFunctions.JSD_GetContextFlags( ),public void DummyForGlobalFunctions.JSD_GetContextFlags( ),0,0,0,87,Method,0
ns,1005,1021,public void DummyForGlobalFunctions.JSD_GetCountOfProperties( ),public void DummyForGlobalFunctions.JSD_GetCountOfProperties( ),0,0,0,87,Method,0
ns,1006,1022,public void DummyForGlobalFunctions.JSD_GetDefaultJSContext( ),public void DummyForGlobalFunctions.JSD_GetDefaultJSContext( ),0,0,0,87,Method,0
ns,1007,1023,public void DummyForGlobalFunctions.JSD_GetException( ),public void DummyForGlobalFunctions.JSD_GetException( ),0,0,0,87,Method,0
ns,1008,1024,public void DummyForGlobalFunctions.JSD_GetJSContext( ),public void DummyForGlobalFunctions.JSD_GetJSContext( ),0,0,0,87,Method,0
ns,1009,1025,public void DummyForGlobalFunctions.JSD_GetJSFunction( ),public void DummyForGlobalFunctions.JSD_GetJSFunction( ),0,0,0,87,Method,0
ns,1010,1026,public void DummyForGlobalFunctions.JSD_GetJSScript( ),public void DummyForGlobalFunctions.JSD_GetJSScript( ),0,0,0,87,Method,0
ns,1011,1027,public void DummyForGlobalFunctions.JSD_GetObjectConstructorLineNumber( ),public void DummyForGlobalFunctions.JSD_GetObjectConstructorLineNumber( ),0,0,0,87,Method,0
ns,1012,1028,public void DummyForGlobalFunctions.JSD_GetObjectForValue( ),public void DummyForGlobalFunctions.JSD_GetObjectForValue( ),0,0,0,87,Method,0
ns,1013,1029,public void DummyForGlobalFunctions.JSD_GetObjectNewLineNumber( ),public void DummyForGlobalFunctions.JSD_GetObjectNewLineNumber( ),0,0,0,87,Method,0
ns,1014,1030,public void DummyForGlobalFunctions.JSD_GetPCForStackFrame( ),public void DummyForGlobalFunctions.JSD_GetPCForStackFrame( ),0,0,0,87,Method,0
ns,1015,1031,public void DummyForGlobalFunctions.JSD_GetPropertyFlags( ),public void DummyForGlobalFunctions.JSD_GetPropertyFlags( ),0,0,0,87,Method,0
ns,1016,1032,public void DummyForGlobalFunctions.JSD_GetPropertyName( ),public void DummyForGlobalFunctions.JSD_GetPropertyName( ),0,0,0,87,Method,0
ns,1017,1033,public void DummyForGlobalFunctions.JSD_GetPropertyValue( ),public void DummyForGlobalFunctions.JSD_GetPropertyValue( ),0,0,0,87,Method,0
ns,1018,1034,public void DummyForGlobalFunctions.JSD_GetPropertyVarArgSlot( ),public void DummyForGlobalFunctions.JSD_GetPropertyVarArgSlot( ),0,0,0,87,Method,0
ns,1019,1035,public void DummyForGlobalFunctions.JSD_GetScopeChainForStackFrame( ),public void DummyForGlobalFunctions.JSD_GetScopeChainForStackFrame( ),0,0,0,87,Method,0
ns,1020,1036,public void DummyForGlobalFunctions.JSD_GetScriptCallCount( ),public void DummyForGlobalFunctions.JSD_GetScriptCallCount( ),0,0,0,87,Method,0
ns,1021,1037,public void DummyForGlobalFunctions.JSD_GetScriptFilename( ),public void DummyForGlobalFunctions.JSD_GetScriptFilename( ),0,0,0,87,Method,0
ns,1022,1038,public void DummyForGlobalFunctions.JSD_GetScriptFlags( ),public void DummyForGlobalFunctions.JSD_GetScriptFlags( ),0,0,0,87,Method,0
ns,1023,1039,public void DummyForGlobalFunctions.JSD_GetScriptForStackFrame( ),public void DummyForGlobalFunctions.JSD_GetScriptForStackFrame( ),0,0,0,87,Method,0
ns,1024,1040,public void DummyForGlobalFunctions.JSD_GetScriptForValue( ),public void DummyForGlobalFunctions.JSD_GetScriptForValue( ),0,0,0,87,Method,0
ns,1025,1041,public void DummyForGlobalFunctions.JSD_GetScriptMaxExecutionTime( ),public void DummyForGlobalFunctions.JSD_GetScriptMaxExecutionTime( ),0,0,0,87,Method,0
ns,1026,1042,public void DummyForGlobalFunctions.JSD_GetScriptMaxOwnExecutionTime( ),public void DummyForGlobalFunctions.JSD_GetScriptMaxOwnExecutionTime( ),0,0,0,87,Method,0
ns,1027,1043,public void DummyForGlobalFunctions.JSD_GetScriptMaxRecurseDepth( ),public void DummyForGlobalFunctions.JSD_GetScriptMaxRecurseDepth( ),0,0,0,87,Method,0
ns,1028,1044,public void DummyForGlobalFunctions.JSD_GetScriptMinExecutionTime( ),public void DummyForGlobalFunctions.JSD_GetScriptMinExecutionTime( ),0,0,0,87,Method,0
ns,1029,1045,public void DummyForGlobalFunctions.JSD_GetScriptMinOwnExecutionTime( ),public void DummyForGlobalFunctions.JSD_GetScriptMinOwnExecutionTime( ),0,0,0,87,Method,0
ns,1030,1046,public void DummyForGlobalFunctions.JSD_GetScriptPrivate( ),public void DummyForGlobalFunctions.JSD_GetScriptPrivate( ),0,0,0,87,Method,0
ns,1031,1047,public void DummyForGlobalFunctions.JSD_GetScriptTotalExecutionTime( ),public void DummyForGlobalFunctions.JSD_GetScriptTotalExecutionTime( ),0,0,0,87,Method,0
ns,1032,1048,public void DummyForGlobalFunctions.JSD_GetScriptTotalOwnExecutionTime( ),public void DummyForGlobalFunctions.JSD_GetScriptTotalOwnExecutionTime( ),0,0,0,87,Method,0
ns,1033,1049,public void DummyForGlobalFunctions.JSD_GetStackFrame( ),public void DummyForGlobalFunctions.JSD_GetStackFrame( ),0,0,0,87,Method,0
ns,1034,1050,public void DummyForGlobalFunctions.JSD_GetThisForStackFrame( ),public void DummyForGlobalFunctions.JSD_GetThisForStackFrame( ),0,0,0,87,Method,0
ns,1035,1051,public void DummyForGlobalFunctions.JSD_GetValueBoolean( ),public void DummyForGlobalFunctions.JSD_GetValueBoolean( ),0,0,0,87,Method,0
ns,1036,1052,public void DummyForGlobalFunctions.JSD_GetValueConstructor( ),public void DummyForGlobalFunctions.JSD_GetValueConstructor( ),0,0,0,87,Method,0
ns,1037,1053,public void DummyForGlobalFunctions.JSD_GetValueDouble( ),public void DummyForGlobalFunctions.JSD_GetValueDouble( ),0,0,0,87,Method,0
ns,1038,1054,public void DummyForGlobalFunctions.JSD_GetValueForObject( ),public void DummyForGlobalFunctions.JSD_GetValueForObject( ),0,0,0,87,Method,0
ns,1039,1055,public void DummyForGlobalFunctions.JSD_GetValueInt( ),public void DummyForGlobalFunctions.JSD_GetValueInt( ),0,0,0,87,Method,0
ns,1040,1056,public void DummyForGlobalFunctions.JSD_GetValueParent( ),public void DummyForGlobalFunctions.JSD_GetValueParent( ),0,0,0,87,Method,0
ns,1041,1057,public void DummyForGlobalFunctions.JSD_GetValueProperty( ),public void DummyForGlobalFunctions.JSD_GetValueProperty( ),0,0,0,87,Method,0
ns,1042,1058,public void DummyForGlobalFunctions.JSD_GetValuePrototype( ),public void DummyForGlobalFunctions.JSD_GetValuePrototype( ),0,0,0,87,Method,0
ns,1043,1059,public void DummyForGlobalFunctions.JSD_GetValueString( ),public void DummyForGlobalFunctions.JSD_GetValueString( ),0,0,0,87,Method,0
ns,1044,1060,public void DummyForGlobalFunctions.JSD_GetValueWrappedJSVal( ),public void DummyForGlobalFunctions.JSD_GetValueWrappedJSVal( ),0,0,0,87,Method,0
ns,1045,1061,public void DummyForGlobalFunctions.JSD_IsStackFrameConstructing( ),public void DummyForGlobalFunctions.JSD_IsStackFrameConstructing( ),0,0,0,87,Method,0
ns,1046,1062,public void DummyForGlobalFunctions.JSD_IsStackFrameDebugger( ),public void DummyForGlobalFunctions.JSD_IsStackFrameDebugger( ),0,0,0,87,Method,0
ns,1047,1063,public void DummyForGlobalFunctions.JSD_IsValueFunction( ),public void DummyForGlobalFunctions.JSD_IsValueFunction( ),0,0,0,87,Method,0
ns,1048,1064,public void DummyForGlobalFunctions.JSD_IsValueNative( ),public void DummyForGlobalFunctions.JSD_IsValueNative( ),0,0,0,87,Method,0
ns,1049,1065,public void DummyForGlobalFunctions.JSD_IsValueNumber( ),public void DummyForGlobalFunctions.JSD_IsValueNumber( ),0,0,0,87,Method,0
ns,1050,1066,public void DummyForGlobalFunctions.JSD_IsValueObject( ),public void DummyForGlobalFunctions.JSD_IsValueObject( ),0,0,0,87,Method,0
ns,1051,1067,public void DummyForGlobalFunctions.JSD_IsValuePrimitive( ),public void DummyForGlobalFunctions.JSD_IsValuePrimitive( ),0,0,0,87,Method,0
ns,1052,1068,public void DummyForGlobalFunctions.JSD_IterateProperties( ),public void DummyForGlobalFunctions.JSD_IterateProperties( ),0,0,0,87,Method,0
ns,1053,1069,public void DummyForGlobalFunctions.JSD_IterateScripts( ),public void DummyForGlobalFunctions.JSD_IterateScripts( ),0,0,0,87,Method,0
ns,1054,1070,public void DummyForGlobalFunctions.JSD_LockScriptSubsystem( ),public void DummyForGlobalFunctions.JSD_LockScriptSubsystem( ),0,0,0,87,Method,0
ns,1055,1071,public void DummyForGlobalFunctions.JSD_NewValue( ),public void DummyForGlobalFunctions.JSD_NewValue( ),0,0,0,87,Method,0
ns,1056,1072,public void DummyForGlobalFunctions.JSD_RefreshValue( ),public void DummyForGlobalFunctions.JSD_RefreshValue( ),0,0,0,87,Method,0
ns,1057,1073,public void DummyForGlobalFunctions.JSD_SetContextFlags( ),public void DummyForGlobalFunctions.JSD_SetContextFlags( ),0,0,0,87,Method,0
ns,1058,1074,public void DummyForGlobalFunctions.JSD_SetDebugBreakHook( ),public void DummyForGlobalFunctions.JSD_SetDebugBreakHook( ),0,0,0,87,Method,0
ns,1059,1075,public void DummyForGlobalFunctions.JSD_SetDebuggerHook( ),public void DummyForGlobalFunctions.JSD_SetDebuggerHook( ),0,0,0,87,Method,0
ns,1060,1076,public void DummyForGlobalFunctions.JSD_SetErrorReporter( ),public void DummyForGlobalFunctions.JSD_SetErrorReporter( ),0,0,0,87,Method,0
ns,1061,1077,public void DummyForGlobalFunctions.JSD_SetExecutionHook( ),public void DummyForGlobalFunctions.JSD_SetExecutionHook( ),0,0,0,87,Method,0
ns,1062,1078,public void DummyForGlobalFunctions.JSD_SetFunctionHook( ),public void DummyForGlobalFunctions.JSD_SetFunctionHook( ),0,0,0,87,Method,0
ns,1063,1079,public void DummyForGlobalFunctions.JSD_SetInterruptHook( ),public void DummyForGlobalFunctions.JSD_SetInterruptHook( ),0,0,0,87,Method,0
ns,1064,1080,public void DummyForGlobalFunctions.JSD_SetScriptFlags( ),public void DummyForGlobalFunctions.JSD_SetScriptFlags( ),0,0,0,87,Method,0
ns,1065,1081,public void DummyForGlobalFunctions.JSD_SetScriptHook( ),public void DummyForGlobalFunctions.JSD_SetScriptHook( ),0,0,0,87,Method,0
ns,1066,1082,public void DummyForGlobalFunctions.JSD_SetScriptPrivate( ),public void DummyForGlobalFunctions.JSD_SetScriptPrivate( ),0,0,0,87,Method,0
ns,1067,1083,public void DummyForGlobalFunctions.JSD_SetThrowHook( ),public void DummyForGlobalFunctions.JSD_SetThrowHook( ),0,0,0,87,Method,0
ns,1068,1084,public void DummyForGlobalFunctions.JSD_SetTopLevelHook( ),public void DummyForGlobalFunctions.JSD_SetTopLevelHook( ),0,0,0,87,Method,0
ns,1069,1085,public void DummyForGlobalFunctions.JSD_UnlockScriptSubsystem( ),public void DummyForGlobalFunctions.JSD_UnlockScriptSubsystem( ),0,0,0,87,Method,0
ns,1070,1086,public void DummyForGlobalFunctions.JSFUN_BOUND_METHOD_TEST( ),public void DummyForGlobalFunctions.JSFUN_BOUND_METHOD_TEST( ),0,0,0,87,Method,0
ns,1071,1087,public void DummyForGlobalFunctions.JSFUN_HEAVYWEIGHT_TEST( ),public void DummyForGlobalFunctions.JSFUN_HEAVYWEIGHT_TEST( ),0,0,0,87,Method,0
ns,1072,1088,public void DummyForGlobalFunctions.JSID_BITS( ),public void DummyForGlobalFunctions.JSID_BITS( ),0,0,0,87,Method,0
ns,1073,1089,public void DummyForGlobalFunctions.JSOp( ),public void DummyForGlobalFunctions.JSOp( ),0,0,0,87,Method,0
ns,1074,1090,public void DummyForGlobalFunctions.JSProtoKey( ),public void DummyForGlobalFunctions.JSProtoKey( ),0,0,0,87,Method,0
ns,1075,1091,public void DummyForGlobalFunctions.JSREPORT_IS_STRICT( ),public void DummyForGlobalFunctions.JSREPORT_IS_STRICT( ),0,0,0,87,Method,0
ns,1076,1092,public void DummyForGlobalFunctions.JSREPORT_IS_STRICT_MODE_ERROR( ),public void DummyForGlobalFunctions.JSREPORT_IS_STRICT_MODE_ERROR( ),0,0,0,87,Method,0
ns,1077,1093,public void DummyForGlobalFunctions.JSREPORT_IS_WARNING( ),public void DummyForGlobalFunctions.JSREPORT_IS_WARNING( ),0,0,0,87,Method,0
ns,1078,1094,public void DummyForGlobalFunctions.JSTN_ERRTYPE( ),public void DummyForGlobalFunctions.JSTN_ERRTYPE( ),0,0,0,87,Method,0
ns,1079,1095,public void DummyForGlobalFunctions.JSTraceType( ),public void DummyForGlobalFunctions.JSTraceType( ),0,0,0,87,Method,0
ns,1080,1096,public void DummyForGlobalFunctions.JSVAL_IS_BOOLEAN( ),public void DummyForGlobalFunctions.JSVAL_IS_BOOLEAN( ),0,0,0,87,Method,0
ns,1081,1097,public void DummyForGlobalFunctions.JSVAL_IS_DOUBLE( ),public void DummyForGlobalFunctions.JSVAL_IS_DOUBLE( ),0,0,0,87,Method,0
ns,1082,1098,public void DummyForGlobalFunctions.JSVAL_IS_INT( ),public void DummyForGlobalFunctions.JSVAL_IS_INT( ),0,0,0,87,Method,0
ns,1083,1099,public void DummyForGlobalFunctions.JSVAL_IS_NULL( ),public void DummyForGlobalFunctions.JSVAL_IS_NULL( ),0,0,0,87,Method,0
ns,1084,1100,public void DummyForGlobalFunctions.JSVAL_IS_NUMBER( ),public void DummyForGlobalFunctions.JSVAL_IS_NUMBER( ),0,0,0,87,Method,0
ns,1085,1101,public void DummyForGlobalFunctions.JSVAL_IS_OBJECT( ),public void DummyForGlobalFunctions.JSVAL_IS_OBJECT( ),0,0,0,87,Method,0
ns,1086,1102,public void DummyForGlobalFunctions.JSVAL_IS_PRIMITIVE( ),public void DummyForGlobalFunctions.JSVAL_IS_PRIMITIVE( ),0,0,0,87,Method,0
ns,1087,1103,public void DummyForGlobalFunctions.JSVAL_IS_SPECIAL( ),public void DummyForGlobalFunctions.JSVAL_IS_SPECIAL( ),0,0,0,87,Method,0
ns,1088,1104,public void DummyForGlobalFunctions.JSVAL_IS_STRING( ),public void DummyForGlobalFunctions.JSVAL_IS_STRING( ),0,0,0,87,Method,0
ns,1089,1105,public void DummyForGlobalFunctions.JSVAL_IS_VOID( ),public void DummyForGlobalFunctions.JSVAL_IS_VOID( ),0,0,0,87,Method,0
ns,1090,1106,public void DummyForGlobalFunctions.JSVAL_TAG( ),public void DummyForGlobalFunctions.JSVAL_TAG( ),0,0,0,87,Method,0
ns,1091,1107,public void DummyForGlobalFunctions.JSVAL_TO_DOUBLE( ),public void DummyForGlobalFunctions.JSVAL_TO_DOUBLE( ),0,0,0,87,Method,0
ns,1092,1108,public void DummyForGlobalFunctions.JSVAL_TO_INT( ),public void DummyForGlobalFunctions.JSVAL_TO_INT( ),0,0,0,87,Method,0
ns,1093,1109,public void DummyForGlobalFunctions.JSVAL_TO_OBJECT( ),public void DummyForGlobalFunctions.JSVAL_TO_OBJECT( ),0,0,0,87,Method,0
ns,1094,1110,public void DummyForGlobalFunctions.JSVAL_TO_PRIVATE( ),public void DummyForGlobalFunctions.JSVAL_TO_PRIVATE( ),0,0,0,87,Method,0
ns,1095,1111,public void DummyForGlobalFunctions.JSVAL_TO_SPECIAL( ),public void DummyForGlobalFunctions.JSVAL_TO_SPECIAL( ),0,0,0,87,Method,0
ns,1096,1112,public void DummyForGlobalFunctions.JSVAL_TO_STRING( ),public void DummyForGlobalFunctions.JSVAL_TO_STRING( ),0,0,0,87,Method,0
ns,1097,1113,public void DummyForGlobalFunctions.JS_APPEND_LINK( ),public void DummyForGlobalFunctions.JS_APPEND_LINK( ),0,0,0,87,Method,0
ns,1098,1114,public void DummyForGlobalFunctions.JS_ARENA_ALLOCATE_TYPE( ),public void DummyForGlobalFunctions.JS_ARENA_ALLOCATE_TYPE( ),0,0,0,87,Method,0
ns,1099,1115,public void DummyForGlobalFunctions.JS_ARENA_MARK( ),public void DummyForGlobalFunctions.JS_ARENA_MARK( ),0,0,0,87,Method,0
ns,1100,1116,public void DummyForGlobalFunctions.JS_ARENA_RELEASE( ),public void DummyForGlobalFunctions.JS_ARENA_RELEASE( ),0,0,0,87,Method,0
ns,1101,1117,public void DummyForGlobalFunctions.JS_ARGV( ),public void DummyForGlobalFunctions.JS_ARGV( ),0,0,0,87,Method,0
ns,1102,1118,public void DummyForGlobalFunctions.JS_ARRAY_LENGTH( ),public void DummyForGlobalFunctions.JS_ARRAY_LENGTH( ),0,0,0,87,Method,0
ns,1103,1119,public void DummyForGlobalFunctions.JS_ASSERT( ),public void DummyForGlobalFunctions.JS_ASSERT( ),0,0,0,87,Method,0
ns,1104,1120,public void DummyForGlobalFunctions.JS_ASSERT_IF( ),public void DummyForGlobalFunctions.JS_ASSERT_IF( ),0,0,0,87,Method,0
