"class","category"
DummyForGlobalFunctions.PCVAL_IS_SLOT(),"Method"
DummyForGlobalFunctions.PCVAL_IS_SPROP(),"Method"
DummyForGlobalFunctions.PCVAL_TO_SLOT(),"Method"
DummyForGlobalFunctions.PCVAL_TO_SPROP(),"Method"
DummyForGlobalFunctions.PCVCAP_SHAPE(),"Method"
DummyForGlobalFunctions.PCVCAP_TAG(),"Method"
DummyForGlobalFunctions.PIPBundleFormatStringFromName(),"Method"
DummyForGlobalFunctions.PK11_FindKeyByAnyCert(),"Method"
DummyForGlobalFunctions.PL_ARENA_ALLOCATE(),"Method"
DummyForGlobalFunctions.PL_DHASH_ENTRY_IS_BUSY(),"Method"
DummyForGlobalFunctions.PL_DHASH_ENTRY_IS_FREE(),"Method"
DummyForGlobalFunctions.PL_DHASH_ENTRY_IS_LIVE(),"Method"
DummyForGlobalFunctions.PL_DHashTableEnumerate(),"Method"
DummyForGlobalFunctions.PL_DHashTableFinish(),"Method"
DummyForGlobalFunctions.PL_DHashTableInit(),"Method"
DummyForGlobalFunctions.PL_DHashTableOperate(),"Method"
DummyForGlobalFunctions.PL_DHashTableRawRemove(),"Method"
DummyForGlobalFunctions.PL_FinishArenaPool(),"Method"
DummyForGlobalFunctions.PL_InitArenaPool(),"Method"
DummyForGlobalFunctions.PL_strcasecmp(),"Method"
DummyForGlobalFunctions.PL_strcasestr(),"Method"
DummyForGlobalFunctions.PL_strcmp(),"Method"
DummyForGlobalFunctions.PN_LAST(),"Method"
DummyForGlobalFunctions.PN_OP(),"Method"
DummyForGlobalFunctions.PN_TYPE(),"Method"
DummyForGlobalFunctions.PORT_ArenaAlloc(),"Method"
DummyForGlobalFunctions.PORT_ArenaStrdup(),"Method"
DummyForGlobalFunctions.PORT_ArenaZNew(),"Method"
DummyForGlobalFunctions.PORT_Free(),"Method"
DummyForGlobalFunctions.PORT_FreeArena(),"Method"
DummyForGlobalFunctions.PORT_NewArena(),"Method"
DummyForGlobalFunctions.PPLineToPc(),"Method"
DummyForGlobalFunctions.PPPcToLine(),"Method"
DummyForGlobalFunctions.PRIMITIVE_THIS_TEST(),"Method"
DummyForGlobalFunctions.PROPERTY_CACHE_TEST(),"Method"
DummyForGlobalFunctions.PRUint32(),"Method"
DummyForGlobalFunctions.PRUint64(),"Method"
DummyForGlobalFunctions.PRUnichar(),"Method"
DummyForGlobalFunctions.PR_APPEND_LINK(),"Method"
DummyForGlobalFunctions.PR_ASSERT(),"Method"
DummyForGlobalFunctions.PR_Available(),"Method"
DummyForGlobalFunctions.PR_BITMASK(),"Method"
DummyForGlobalFunctions.PR_Close(),"Method"
DummyForGlobalFunctions.PR_CreateIOLayerStub(),"Method"
DummyForGlobalFunctions.PR_CreateProcessDetached(),"Method"
DummyForGlobalFunctions.PR_DestroyProcessAttr(),"Method"
DummyForGlobalFunctions.PR_Free(),"Method"
DummyForGlobalFunctions.PR_GetDefaultIOMethods(),"Method"
DummyForGlobalFunctions.PR_GetError(),"Method"
DummyForGlobalFunctions.PR_GetUniqueIdentity(),"Method"
DummyForGlobalFunctions.PR_INIT_CLIST(),"Method"
DummyForGlobalFunctions.PR_INSERT_AFTER(),"Method"
DummyForGlobalFunctions.PR_INSERT_BEFORE(),"Method"
DummyForGlobalFunctions.PR_INSERT_LINK(),"Method"
DummyForGlobalFunctions.PR_IntervalNow(),"Method"
DummyForGlobalFunctions.PR_LOG(),"Method"
DummyForGlobalFunctions.PR_MAX(),"Method"
DummyForGlobalFunctions.PR_MIN(),"Method"
DummyForGlobalFunctions.PR_Malloc(),"Method"
DummyForGlobalFunctions.PR_NEW(),"Method"
DummyForGlobalFunctions.PR_NEWZAP(),"Method"
DummyForGlobalFunctions.PR_NEXT_LINK(),"Method"
DummyForGlobalFunctions.PR_NOT_REACHED(),"Method"
DummyForGlobalFunctions.PR_NetAddrToString(),"Method"
DummyForGlobalFunctions.PR_NewLock(),"Method"
DummyForGlobalFunctions.PR_NewPollableEvent(),"Method"
DummyForGlobalFunctions.PR_NewProcessAttr(),"Method"
DummyForGlobalFunctions.PR_Now(),"Method"
DummyForGlobalFunctions.PR_OpenTCPSocket(),"Method"
DummyForGlobalFunctions.PR_PopIOLayer(),"Method"
DummyForGlobalFunctions.PR_ProcessAttrSetCurrentDirectory(),"Method"
DummyForGlobalFunctions.PR_PushIOLayer(),"Method"
DummyForGlobalFunctions.PR_REMOVE_AND_INIT_LINK(),"Method"
DummyForGlobalFunctions.PR_REMOVE_LINK(),"Method"
DummyForGlobalFunctions.PR_Read(),"Method"
DummyForGlobalFunctions.PR_Realloc(),"Method"
DummyForGlobalFunctions.PR_SecondsToInterval(),"Method"
DummyForGlobalFunctions.PR_SetError(),"Method"
DummyForGlobalFunctions.PR_smprintf(),"Method"
DummyForGlobalFunctions.PR_smprintf_free(),"Method"
DummyForGlobalFunctions.PR_snprintf(),"Method"
DummyForGlobalFunctions.PR_vsmprintf(),"Method"
DummyForGlobalFunctions.PTRDIFF(),"Method"
DummyForGlobalFunctions.PaintCaret(),"Method"
DummyForGlobalFunctions.PaintFocus(),"Method"
DummyForGlobalFunctions.PaintForFrame(),"Method"
DummyForGlobalFunctions.Parse(),"Method"
DummyForGlobalFunctions.ParseRealm(),"Method"
DummyForGlobalFunctions.ParseUserDomain(ProblemType *,ProblemType * *,ProblemType * *),"Method"
DummyForGlobalFunctions.Pause(),"Method"
DummyForGlobalFunctions.PeekHeader(),"Method"
DummyForGlobalFunctions.PeekStream(),"Method"
DummyForGlobalFunctions.PhishyUserPassLength(),"Method"
DummyForGlobalFunctions.PlaceBelowCurrentLineFloats(),"Method"
DummyForGlobalFunctions.PlaceBlock(),"Method"
DummyForGlobalFunctions.PlaceFrameView(nsIFrame *),"Method"
DummyForGlobalFunctions.PlaceLine(),"Method"
DummyForGlobalFunctions.PodZero(),"Method"
DummyForGlobalFunctions.Pop(),"Method"
DummyForGlobalFunctions.PopFront(),"Method"
DummyForGlobalFunctions.PopState(),"Method"
DummyForGlobalFunctions.PopulateReportBlame(ProblemType *,ProblemType *,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.Port(),"Method"
DummyForGlobalFunctions.PostErrorNotifyTask(),"Method"
DummyForGlobalFunctions.PostHandleEventForAnchors(),"Method"
DummyForGlobalFunctions.PostReflowCallback(),"Method"
DummyForGlobalFunctions.PostTask(),"Method"
DummyForGlobalFunctions.PreHandleEventForAnchors(),"Method"
DummyForGlobalFunctions.PrefHasUserValue(),"Method"
DummyForGlobalFunctions.PrefetchHigh(),"Method"
DummyForGlobalFunctions.PrepareForAuthentication(),"Method"
DummyForGlobalFunctions.PrepareForNext(),"Method"
DummyForGlobalFunctions.PrepareResizeReflow(),"Method"
DummyForGlobalFunctions.PresContext(),"Method"
DummyForGlobalFunctions.PresShell(),"Method"
DummyForGlobalFunctions.Prev(),"Method"
DummyForGlobalFunctions.PreventDefault(),"Method"
DummyForGlobalFunctions.ProcessAuthentication(),"Method"
DummyForGlobalFunctions.ProcessFailedSSLConnect(),"Method"
DummyForGlobalFunctions.ProcessFallback(),"Method"
DummyForGlobalFunctions.ProcessManifest(),"Method"
DummyForGlobalFunctions.ProcessManifestBuffer(),"Method"
DummyForGlobalFunctions.ProcessNormal(),"Method"
DummyForGlobalFunctions.ProcessNotModified(),"Method"
DummyForGlobalFunctions.ProcessPartialContent(),"Method"
DummyForGlobalFunctions.ProcessRedirection(),"Method"
DummyForGlobalFunctions.ProcessResponse(),"Method"
DummyForGlobalFunctions.ProcessUpdates(ProblemType *,ProblemType *,ProblemType *,int,char * *),"Method"
DummyForGlobalFunctions.ProcessingSyncMessage(),"Method"
DummyForGlobalFunctions.ProhibitFlush(ProblemType *),"Method"
DummyForGlobalFunctions.PromiseFlatCString(),"Method"
DummyForGlobalFunctions.PromptAuth(),"Method"
DummyForGlobalFunctions.PromptForIdentity(),"Method"
DummyForGlobalFunctions.PromptTempRedirect(),"Method"
DummyForGlobalFunctions.PropagateFloatDamage(),"Method"
DummyForGlobalFunctions.ProxyHost(),"Method"
DummyForGlobalFunctions.ProxyInfo(),"Method"
DummyForGlobalFunctions.ProxyPort(),"Method"
DummyForGlobalFunctions.PullFrame(),"Method"
DummyForGlobalFunctions.PullFrameFrom(),"Method"
DummyForGlobalFunctions.PurgeScriptRecordingAttempts(ProblemType *,ProblemType *,ProblemType,void *),"Method"
DummyForGlobalFunctions.Push(),"Method"
DummyForGlobalFunctions.PushLines(),"Method"
DummyForGlobalFunctions.PushState(),"Method"
DummyForGlobalFunctions.PushTruncatedPlaceholderLine(),"Method"
DummyForGlobalFunctions.Put(),"Method"
DummyForGlobalFunctions.PutEntry(),"Method"
DummyForGlobalFunctions.QueryInterface(),"Method"
DummyForGlobalFunctions.RETURN_VALUE_IF_XML(),"Method"
DummyForGlobalFunctions.RawLookupFirstPeer(ProblemType *,void *,ProblemType *,ProblemType,ProblemType,VMFragment * &,VMFragment * * &),"Method"
DummyForGlobalFunctions.ReadFromCache(),"Method"
DummyForGlobalFunctions.ReadSegments(),"Method"
DummyForGlobalFunctions.ReadTaskMemory(),"Method"
DummyForGlobalFunctions.RecalculateBorderResize(),"Method"
DummyForGlobalFunctions.ReconstructMarginAbove(),"Method"
DummyForGlobalFunctions.RecordLoopEdge(),"Method"
DummyForGlobalFunctions.RecordTree(),"Method"
DummyForGlobalFunctions.RecoverStateFrom(),"Method"
DummyForGlobalFunctions.RedirectionLimit(),"Method"
DummyForGlobalFunctions.ReferenceFrame(),"Method"
DummyForGlobalFunctions.ReferrerLevel(),"Method"
DummyForGlobalFunctions.Reflow(),"Method"
DummyForGlobalFunctions.ReflowBlock(),"Method"
DummyForGlobalFunctions.ReflowBlockFrame(),"Method"
DummyForGlobalFunctions.ReflowBullet(),"Method"
DummyForGlobalFunctions.ReflowChild(),"Method"
DummyForGlobalFunctions.ReflowDirtyLines(),"Method"
DummyForGlobalFunctions.ReflowFrame(),"Method"
DummyForGlobalFunctions.ReflowInlineFrame(),"Method"
DummyForGlobalFunctions.ReflowInlineFrames(),"Method"
DummyForGlobalFunctions.ReflowLine(),"Method"
DummyForGlobalFunctions.ReflowOverflowContainerChildren(),"Method"
DummyForGlobalFunctions.RefreshSkins(),"Method"
DummyForGlobalFunctions.RefreshWindow(),"Method"
DummyForGlobalFunctions.RegisterRuntime(),"Method"
DummyForGlobalFunctions.RelativePositionFrames(),"Method"
DummyForGlobalFunctions.Reload(),"Method"
DummyForGlobalFunctions.Remove(),"Method"
DummyForGlobalFunctions.RemoveAll(ProblemType *,ProblemType *,ProblemType,void *),"Method"
DummyForGlobalFunctions.RemoveBlockChild(nsIFrame *,ProblemType),"Method"
DummyForGlobalFunctions.RemoveBottom(),"Method"
DummyForGlobalFunctions.RemoveBulletFrame(),"Method"
DummyForGlobalFunctions.RemoveEventListenerByIID(),"Method"
DummyForGlobalFunctions.RemoveFloat(),"Method"
DummyForGlobalFunctions.RemoveFrame(),"Method"
DummyForGlobalFunctions.RemoveObserver(),"Method"
DummyForGlobalFunctions.RemoveOverflowLines(),"Method"
DummyForGlobalFunctions.RemoveRequest(),"Method"
DummyForGlobalFunctions.RemoveScrollPositionListener(),"Method"
DummyForGlobalFunctions.RemoveStateBits(),"Method"
DummyForGlobalFunctions.RemoveTrailingRegions(),"Method"
DummyForGlobalFunctions.RenderingMightDependOnFrameSize(),"Method"
DummyForGlobalFunctions.RenumberLists(),"Method"
DummyForGlobalFunctions.RenumberListsFor(),"Method"
DummyForGlobalFunctions.RenumberListsInBlock(),"Method"
DummyForGlobalFunctions.ReparentFloats(),"Method"
DummyForGlobalFunctions.ReparentFrame(nsIFrame *,nsIFrame *,nsIFrame *),"Method"
DummyForGlobalFunctions.ReplaceElementsAt(),"Method"
DummyForGlobalFunctions.ReplenishReservedPool(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.ReportConnectionError(),"Method"
DummyForGlobalFunctions.ReportError(ProblemType *,char *,ProblemType *,ProblemType,void *,ProblemType *,char *,ProblemType *,ProblemType,void *),"Method"
DummyForGlobalFunctions.ReportStatementTooLarge(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.RescheduleTransaction(),"Method"
DummyForGlobalFunctions.Reset(),"Method"
DummyForGlobalFunctions.ResetJITImpl(),"Method"
DummyForGlobalFunctions.ResetRecordingAttempts(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.ResizeReflowOptimizationDisabled(),"Method"
DummyForGlobalFunctions.ResizeView(),"Method"
DummyForGlobalFunctions.ResolveBidi(),"Method"
DummyForGlobalFunctions.ResolveProxy(),"Method"
DummyForGlobalFunctions.ResolvePseudoStyleFor(),"Method"
DummyForGlobalFunctions.ResponseWouldVary(),"Method"
DummyForGlobalFunctions.Resume(),"Method"
DummyForGlobalFunctions.ResumeAt(),"Method"
DummyForGlobalFunctions.Revoke(),"Method"
DummyForGlobalFunctions.Root(),"Method"
DummyForGlobalFunctions.RootedStringToId(ProblemType *,ProblemType * *,ProblemType *),"Method"
DummyForGlobalFunctions.RoundedRectContainsRect(ProblemType &,ProblemType *,ProblemType &),"Method"
DummyForGlobalFunctions.SCOPE_GET_PROPERTY(),"Method"
DummyForGlobalFunctions.SD_SET_BPDELTA(),"Method"
DummyForGlobalFunctions.SD_SET_TARGET(),"Method"
DummyForGlobalFunctions.SD_SPAN(),"Method"
DummyForGlobalFunctions.SECITEM_FreeItem(),"Method"
DummyForGlobalFunctions.SECKEY_DestroyPrivateKey(),"Method"
DummyForGlobalFunctions.SET_INDEX(),"Method"
DummyForGlobalFunctions.SET_INT32(),"Method"
DummyForGlobalFunctions.SET_JUMPX_OFFSET(),"Method"
DummyForGlobalFunctions.SET_JUMP_OFFSET(),"Method"
DummyForGlobalFunctions.SET_SPANDEP_INDEX(),"Method"
DummyForGlobalFunctions.SET_STATEMENT_TOP(),"Method"
DummyForGlobalFunctions.SET_UINT16(),"Method"
DummyForGlobalFunctions.SET_UINT24(),"Method"
DummyForGlobalFunctions.SN_DELTA(),"Method"
DummyForGlobalFunctions.SN_IS_XDELTA(),"Method"
DummyForGlobalFunctions.SN_MAKE_NOTE(),"Method"
DummyForGlobalFunctions.SN_MAKE_TERMINATOR(),"Method"
DummyForGlobalFunctions.SN_MAKE_XDELTA(),"Method"
DummyForGlobalFunctions.SN_NEXT(),"Method"
DummyForGlobalFunctions.SN_SET_DELTA(),"Method"
DummyForGlobalFunctions.SN_TYPE(),"Method"
DummyForGlobalFunctions.SPECIAL_TO_JSVAL(),"Method"
DummyForGlobalFunctions.SPROP_HAS_STUB_GETTER(),"Method"
DummyForGlobalFunctions.SPROP_HAS_STUB_GETTER_OR_IS_METHOD(),"Method"
DummyForGlobalFunctions.SPROP_HAS_STUB_SETTER(),"Method"
DummyForGlobalFunctions.SPROP_HAS_VALID_SLOT(),"Method"
DummyForGlobalFunctions.SSLConnectFailed(),"Method"
DummyForGlobalFunctions.SSL_AuthCertificateHook(),"Method"
DummyForGlobalFunctions.SSL_BadCertHook(),"Method"
DummyForGlobalFunctions.SSL_GetClientAuthDataHook(),"Method"
DummyForGlobalFunctions.SSL_HandshakeCallback(),"Method"
DummyForGlobalFunctions.SSL_ImportFD(),"Method"
DummyForGlobalFunctions.SSL_OptionGet(),"Method"
DummyForGlobalFunctions.SSL_OptionSet(),"Method"
DummyForGlobalFunctions.SSL_PeerCertificate(),"Method"
DummyForGlobalFunctions.SSL_RevealPinArg(),"Method"
DummyForGlobalFunctions.SSL_RevealURL(),"Method"
DummyForGlobalFunctions.SSL_SetPKCS11PinArg(),"Method"
DummyForGlobalFunctions.SSL_SetSockPeerID(),"Method"
DummyForGlobalFunctions.SSL_SetURL(),"Method"
DummyForGlobalFunctions.STATIC_ASSERT(),"Method"
DummyForGlobalFunctions.STMT_IS_LOOP(),"Method"
DummyForGlobalFunctions.STMT_IS_TRYING(),"Method"
DummyForGlobalFunctions.STMT_LINKS_SCOPE(),"Method"
DummyForGlobalFunctions.STOBJ_CLEAR_PARENT(),"Method"
DummyForGlobalFunctions.STOBJ_CLEAR_PROTO(),"Method"
DummyForGlobalFunctions.STOBJ_GET_CLASS(),"Method"
DummyForGlobalFunctions.STOBJ_GET_PARENT(),"Method"
DummyForGlobalFunctions.STOBJ_GET_SLOT(),"Method"
DummyForGlobalFunctions.STOBJ_NSLOTS(),"Method"
DummyForGlobalFunctions.STOBJ_SET_PARENT(),"Method"
DummyForGlobalFunctions.STRING_TO_JSVAL(),"Method"
DummyForGlobalFunctions.ScanDir(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.SchemeIs(),"Method"
DummyForGlobalFunctions.ScrollContentIntoView(),"Method"
DummyForGlobalFunctions.SecurityInfo(),"Method"
DummyForGlobalFunctions.Seek(),"Method"
DummyForGlobalFunctions.SelectAgedPointers(),"Method"
DummyForGlobalFunctions.SelectLocaleFromPref(),"Method"
DummyForGlobalFunctions.SelectPurple(),"Method"
DummyForGlobalFunctions.SendSecureXSiteReferrer(),"Method"
DummyForGlobalFunctions.SendSpecialMessage(),"Method"
DummyForGlobalFunctions.SendThroughTransport(),"Method"
DummyForGlobalFunctions.SendregisterChromePackage(),"Method"
DummyForGlobalFunctions.SendregisterChromeResource(),"Method"
DummyForGlobalFunctions.SessionStartTime(),"Method"
DummyForGlobalFunctions.Set(),"Method"
DummyForGlobalFunctions.SetAgentStyleSheets(),"Method"
DummyForGlobalFunctions.SetAllowPipelining(),"Method"
DummyForGlobalFunctions.SetAllowTLSIntoleranceTimeout(),"Method"
DummyForGlobalFunctions.SetAnonymous(),"Method"
DummyForGlobalFunctions.SetApplicationCache(),"Method"
DummyForGlobalFunctions.SetApplyConversion(),"Method"
DummyForGlobalFunctions.SetAttr(),"Method"
DummyForGlobalFunctions.SetAuthEntry(),"Method"
DummyForGlobalFunctions.SetAuthorizationHeader(),"Method"
DummyForGlobalFunctions.SetBackPatchDelta(ProblemType *,ProblemType *,ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.SetBase(),"Method"
DummyForGlobalFunctions.SetBreakTypeAfter(),"Method"
DummyForGlobalFunctions.SetBreakTypeBefore(),"Method"
DummyForGlobalFunctions.SetCanceled(),"Method"
DummyForGlobalFunctions.SetCarriedOutBottomMargin(),"Method"
DummyForGlobalFunctions.SetChildCount(),"Method"
DummyForGlobalFunctions.SetClipRect(),"Method"
DummyForGlobalFunctions.SetColor(),"Method"
DummyForGlobalFunctions.SetCombinedArea(),"Method"
DummyForGlobalFunctions.SetConnection(),"Method"
DummyForGlobalFunctions.SetContentCharset(),"Method"
DummyForGlobalFunctions.SetContentState(),"Method"
DummyForGlobalFunctions.SetContentType(),"Method"
DummyForGlobalFunctions.SetCookie(),"Method"
DummyForGlobalFunctions.SetCookieStringFromHttp(),"Method"
DummyForGlobalFunctions.SetData(),"Method"
DummyForGlobalFunctions.SetDefaultScrollbarPreferences(),"Method"
DummyForGlobalFunctions.SetDesignMode(),"Method"
DummyForGlobalFunctions.SetDocumentURI(),"Method"
DummyForGlobalFunctions.SetErrorMessage(),"Method"
DummyForGlobalFunctions.SetExpirationTime(),"Method"
DummyForGlobalFunctions.SetFileDescPtr(),"Method"
DummyForGlobalFunctions.SetFirstLetterStyleOK(),"Method"
DummyForGlobalFunctions.SetFlag(),"Method"
DummyForGlobalFunctions.SetFlags(),"Method"
DummyForGlobalFunctions.SetFloatValue(),"Method"
DummyForGlobalFunctions.SetFocus(),"Method"
DummyForGlobalFunctions.SetForSTARTTLS(),"Method"
DummyForGlobalFunctions.SetForceAllowThirdPartyCookie(),"Method"
DummyForGlobalFunctions.SetFrames(),"Method"
DummyForGlobalFunctions.SetHandshakeInProgress(),"Method"
DummyForGlobalFunctions.SetHandshakePending(),"Method"
DummyForGlobalFunctions.SetHasClearance(),"Method"
DummyForGlobalFunctions.SetHasCleartextPhase(),"Method"
DummyForGlobalFunctions.SetHashInHrefString(),"Method"
DummyForGlobalFunctions.SetHeader(),"Method"
DummyForGlobalFunctions.SetHostInHrefString(),"Method"
DummyForGlobalFunctions.SetHostName(),"Method"
DummyForGlobalFunctions.SetHostnameInHrefString(),"Method"
DummyForGlobalFunctions.SetHref(),"Method"
DummyForGlobalFunctions.SetIdArrayLength(ProblemType *,ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.SetIdent(ProblemType &,ProblemType,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.SetInheritApplicationCache(),"Method"
DummyForGlobalFunctions.SetInitialChildList(),"Method"
DummyForGlobalFunctions.SetInputValue(),"Method"
DummyForGlobalFunctions.SetIntValue(),"Method"
DummyForGlobalFunctions.SetInvalidateTextRuns(),"Method"
DummyForGlobalFunctions.SetLength(),"Method"
DummyForGlobalFunctions.SetLineIsImpactedByFloat(),"Method"
DummyForGlobalFunctions.SetLineWrapped(),"Method"
DummyForGlobalFunctions.SetListItemOrdinal(),"Method"
DummyForGlobalFunctions.SetLoadFlags(),"Method"
DummyForGlobalFunctions.SetLoadGroup(),"Method"
DummyForGlobalFunctions.SetMarginHeight(),"Method"
DummyForGlobalFunctions.SetMarginWidth(),"Method"
DummyForGlobalFunctions.SetMatrix(),"Method"
DummyForGlobalFunctions.SetMetaDataElement(),"Method"
DummyForGlobalFunctions.SetMethod(),"Method"
DummyForGlobalFunctions.SetNextSibling(),"Method"
DummyForGlobalFunctions.SetNotificationCallbacks(),"Method"
DummyForGlobalFunctions.SetOfflineCacheClientID(),"Method"
DummyForGlobalFunctions.SetOpacity(),"Method"
DummyForGlobalFunctions.SetOriginalURI(),"Method"
DummyForGlobalFunctions.SetOutOfFlowFrame(),"Method"
DummyForGlobalFunctions.SetOutputErrorBehavior(),"Method"
DummyForGlobalFunctions.SetOverflowFrames(),"Method"
DummyForGlobalFunctions.SetOverflowLines(),"Method"
DummyForGlobalFunctions.SetOverflowOutOfFlows(),"Method"
DummyForGlobalFunctions.SetParent(),"Method"
DummyForGlobalFunctions.SetParentWidget(),"Method"
DummyForGlobalFunctions.SetPath(),"Method"
DummyForGlobalFunctions.SetPathnameInHrefString(),"Method"
DummyForGlobalFunctions.SetPendingException(ProblemType *,ProblemType &,ProblemType *,ProblemType &),"Method"
DummyForGlobalFunctions.SetPercentValue(),"Method"
DummyForGlobalFunctions.SetPort(),"Method"
DummyForGlobalFunctions.SetPortInHrefString(),"Method"
DummyForGlobalFunctions.SetPosition(),"Method"
DummyForGlobalFunctions.SetPositionAndSize(),"Method"
DummyForGlobalFunctions.SetPrimaryFrameFor(),"Method"
DummyForGlobalFunctions.SetPriority(),"Method"
DummyForGlobalFunctions.SetProperty(),"Method"
DummyForGlobalFunctions.SetPropertyAsInt64(),"Method"
DummyForGlobalFunctions.SetPropertyAttributes(ProblemType *,ProblemType *,ProblemType *,ProblemType,ProblemType *),"Method"
DummyForGlobalFunctions.SetProtocolInHrefString(),"Method"
DummyForGlobalFunctions.SetRect(),"Method"
DummyForGlobalFunctions.SetRedirectionLimit(),"Method"
DummyForGlobalFunctions.SetRef(),"Method"
DummyForGlobalFunctions.SetReferrer(),"Method"
